,Finnkode,Specifications
55,326163471,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""235 774 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.04.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 600 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SD36816"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZ7W072475"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""05.08.2025""}"
58,322624064,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""282 999 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.10.2006"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 235 kg"", ""CO2-utslipp"": ""128 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""TV73562"", ""Chassis nr. (VIN)"": ""NMTEC20E70R032251"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""29.10.2023""}"
61,308096688,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""141 519 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""08.05.2008"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 160 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""9"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU61931"", ""Chassis nr. (VIN)"": ""W0L0SDL6884319154"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Sist EU-godkjent"": ""30.12.2021"", ""Neste frist for EU-kontroll"": ""03.02.2024""}"
62,306412306,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""199 908 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.07.2005"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 539 kg"", ""CO2-utslipp"": ""162 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""TV71648"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZ6W012711"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""06.06.2023""}"
67,341468024,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""309 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""13 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.08.2002"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""4motion"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 569 kg"", ""CO2-utslipp"": ""176 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BP73303"", ""Chassis nr. (VIN)"": ""WVWZZZ3BZ3E081443"", ""Maksimal tilhengervekt"": ""1 700 kg""}"
68,341465253,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""188 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""13 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""17.10.2006"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 540 kg"", ""CO2-utslipp"": ""224 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH44128"", ""Chassis nr. (VIN)"": ""JMBXNCU2W6U006163"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""27.02.2022"", ""Neste frist for EU-kontroll"": ""27.02.2024""}"
72,340709749,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""340 164 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""8 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""20.07.2007"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 477 kg"", ""CO2-utslipp"": ""154 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ74197"", ""Chassis nr. (VIN)"": ""WVWZZZ3CZ8E023226"", ""Maksimal tilhengervekt"": ""1 500 kg""}"
75,341371636,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""282 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""8 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.07.2008"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 470 kg"", ""CO2-utslipp"": ""149 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HS94602"", ""Chassis nr. (VIN)"": ""JMZGH19D601157826"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Neste frist for EU-kontroll"": ""28.02.2024""}"
76,341357496,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""150 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""8 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.04.2022"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 355 kg"", ""CO2-utslipp"": ""120 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AE63336"", ""Chassis nr. (VIN)"": ""VF3WC9HXC34101357"", ""Maksimal tilhengervekt"": ""1 150 kg""}"
79,329575602,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""413 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""6 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.02.2007"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Svart"", ""Interi\u00f8rfarge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 578 kg"", ""CO2-utslipp"": ""171 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ67187"", ""Chassis nr. (VIN)"": ""YV1SW743232322292"", ""Maksimal tilhengervekt"": ""1 800 kg""}"
81,341156032,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""242 300 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""6 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""03.06.2005"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Hjuldriftnavn"": ""Fremhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 386 kg"", ""CO2-utslipp"": ""127 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF69995"", ""Chassis nr. (VIN)"": ""WF0WXXGCDW5B71682"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""09.04.2021"", ""Neste frist for EU-kontroll"": ""31.05.2023""}"
82,341140308,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""244 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""4 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.05.2001"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""110 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 357 kg"", ""CO2-utslipp"": ""185 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BD26015"", ""Chassis nr. (VIN)"": ""WF0WXXGBBW1M72614"", ""Maksimal tilhengervekt"": ""1 450 kg"", ""Neste frist for EU-kontroll"": ""31.05.2023""}"
83,339212346,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""280 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""8 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.07.2000"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""Gr\u00e5tt stoff i setene."", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""217 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF36725"", ""Chassis nr. (VIN)"": ""YS3DD55J3Y2047178"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""10.03.2022"", ""Neste frist for EU-kontroll"": ""10.03.2024""}"
87,340773696,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""278 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.02.2007"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 395 kg"", ""CO2-utslipp"": ""143 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""ZP42786"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZ7W566625"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Neste frist for EU-kontroll"": ""09.04.2025""}"
89,341438349,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""183 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""12 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.02.2008"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""M\u00f8rk bl\u00e5"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 501 kg"", ""CO2-utslipp"": ""156 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH55152"", ""Chassis nr. (VIN)"": ""WF0GXXGBBG8B17548"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Neste frist for EU-kontroll"": ""02.03.2024""}"
92,341405253,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""227 800 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.10.2007"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Beige delskinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""122 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 365 kg"", ""CO2-utslipp"": ""183 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JD47605"", ""Chassis nr. (VIN)"": ""YS3FF45B381012071"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Sist EU-godkjent"": ""24.01.2023"", ""Neste frist for EU-kontroll"": ""20.03.2025""}"
95,341399036,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""208 988 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.12.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 585 kg"", ""CO2-utslipp"": ""158 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""11"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH54157"", ""Chassis nr. (VIN)"": ""WVWZZZ3CZ8E131450"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Neste frist for EU-kontroll"": ""30.11.2023""}"
97,340912321,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""169 364 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.04.2006"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,7 l"", ""Vekt"": ""1 377 kg"", ""CO2-utslipp"": ""187 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HB65929"", ""Chassis nr. (VIN)"": ""VF7RC6FZB76707680"", ""Maksimal tilhengervekt"": ""1 500 kg""}"
101,341288097,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""2 068 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""08.08.2006"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""4w"", ""Effekt"": ""107 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 325 kg"", ""CO2-utslipp"": ""179 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VX31315"", ""Chassis nr. (VIN)"": ""JSAERD31S00351982"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""30.08.2024""}"
103,341270123,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""339 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""12 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""05.04.2005"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""101 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 445 kg"", ""CO2-utslipp"": ""151 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PX45986"", ""Chassis nr. (VIN)"": ""WVWZZZ3BZ5E151195"", ""Maksimal tilhengervekt"": ""1 400 kg""}"
109,341209806,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""133 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""18.02.2005"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""64 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 090 kg"", ""CO2-utslipp"": ""144 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU11463"", ""Chassis nr. (VIN)"": ""TMBHY26Y754276969"", ""Maksimal tilhengervekt"": ""750 kg"", ""Sist EU-godkjent"": ""18.05.2022"", ""Neste frist for EU-kontroll"": ""27.04.2024""}"
110,341203941,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""340 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""10 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.10.2007"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Blue"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 540 kg"", ""CO2-utslipp"": ""174 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AE19435"", ""Chassis nr. (VIN)"": ""WAUZZZ4F56N176762"", ""Maksimal tilhengervekt"": ""1 600 kg""}"
112,341050438,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""204 122 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""12 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.02.2002"", ""Farge"": ""Gr\u00f8nn"", ""Fargebeskrivelse"": ""M\u00f8rk gr\u00f8nn metallic"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""101 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 255 kg"", ""CO2-utslipp"": ""243 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""XN27072"", ""Chassis nr. (VIN)"": ""W0L0JBF1911201095"", ""Maksimal tilhengervekt"": ""1 150 kg"", ""Sist EU-godkjent"": ""16.05.2022"", ""Neste frist for EU-kontroll"": ""19.05.2024""}"
113,340909672,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""295 054 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.02.2010"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""125 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 732 kg"", ""CO2-utslipp"": ""166 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR88718"", ""Chassis nr. (VIN)"": ""WF0MXXGBWM6A59525"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Neste frist for EU-kontroll"": ""07.10.2024""}"
116,341152281,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""263 751 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""12 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.08.2007"", ""Farge"": ""Gul"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 411 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD24622"", ""Chassis nr. (VIN)"": ""YV1MW765282373550"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""07.12.2024""}"
119,341120830,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""330 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.08.2006"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 565 kg"", ""CO2-utslipp"": ""177 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL43586"", ""Chassis nr. (VIN)"": ""WDB2110061A314361"", ""Maksimal tilhengervekt"": ""1 900 kg"", ""Neste frist for EU-kontroll"": ""08.12.2024""}"
